Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Risk_Level
53,Male,Master's,Widowed,56389.0,627.0,28298.0,Auto,Employed,0,Good,0.4151225444774279,130079.0,0.0,Lake Shelly,MD,Madagascar,1.0,0,Medio,2
32,Female,High School,Divorced,51300.0,704.0,15210.0,Business,Self-employed,9,Poor,0.5244113091714822,45843.0,4.0,New Edward,LA,Chad,3.0,0,Alto,0
51,Non-binary,Bachelor's,Single,103470.0,648.0,32338.0,Auto,Unemployed,5,Excellent,0.26782641078202096,215866.0,1.0,Lake Paul,TN,Saint Lucia,1.0,0,Medio,2
41,Female,PhD,Married,23244.0,643.0,23669.0,Personal,Unemployed,16,Fair,0.32184215008576067,204232.0,1.0,Josephbury,IL,Somalia,2.0,1,Alto,0
25,Female,High School,Widowed,54527.0,749.0,43157.0,Business,Self-employed,13,Good,0.25479898770607157,292640.0,4.0,Kathleenmouth,IN,Timor-Leste,3.0,0,Alto,0
57,Male,PhD,Divorced,28573.0,635.0,41467.0,Home,Unemployed,16,Excellent,0.16169051585641894,251822.0,0.0,Phillipsburgh,NV,Ecuador,1.0,2,Alto,0
62,Male,High School,Single,102607.0,796.0,48778.0,Home,Unemployed,3,Good,0.5590417977259178,134888.0,4.0,North Courtneyshire,HI,United Arab Emirates,2.0,2,Bajo,1
54,Male,Bachelor's,Single,100684.0,789.0,24029.0,Business,Employed,0,Good,0.5491447553803853,123609.0,1.0,East Russell,VI,Lao People's Democratic Republic,0.0,0,Bajo,1
27,Female,High School,Single,62851.0,760.0,47262.0,Auto,Unemployed,8,Poor,0.21305934495187198,65663.0,3.0,Johnbury,GA,Argentina,0.0,1,Bajo,1
23,Non-binary,PhD,Divorced,81104.0,640.0,49117.0,Home,Unemployed,17,Good,0.21417224706772006,115447.0,0.0,Catherineton,IA,New Zealand,0.0,0,Medio,2
24,Non-binary,PhD,Widowed,59530.0,643.0,9867.0,Home,Employed,1,Good,0.10718698464434559,60623.0,0.0,Lake Patrick,WI,Bhutan,4.0,1,Alto,0
33,Non-binary,PhD,Married,36473.0,732.0,18271.0,Business,Self-employed,9,Excellent,0.28043365508168006,270967.0,1.0,Lake Maryburgh,HI,Paraguay,3.0,0,Alto,0
52,Non-binary,High School,Married,118730.0,777.0,42422.0,Personal,Unemployed,9,Good,0.4439095874568293,137763.0,1.0,Barryburgh,NV,Bhutan,0.0,0,Bajo,1
69,Female,PhD,Divorced,35164.0,773.0,39238.0,Auto,Unemployed,12,Poor,0.46984122976892007,219447.0,2.0,West Jay,MN,Sudan,1.0,2,Alto,0
23,Male,PhD,Married,78348.0,688.0,31187.0,Personal,Employed,5,Excellent,0.3440718786995016,146034.0,3.0,East Shannonchester,CT,Malaysia,4.0,2,Alto,0
48,Female,Master's,Widowed,24487.0,766.0,24558.0,Business,Self-employed,15,Poor,0.543407914092646,21121.0,0.0,Kevinhaven,MP,Nigeria,2.0,0,Alto,0
50,Female,Bachelor's,Widowed,34242.0,729.0,49741.0,Auto,Employed,11,Excellent,0.35468558266011574,116384.0,4.0,Lanefurt,NC,Djibouti,0.0,2,Alto,0
63,Male,Master's,Married,118754.0,634.0,10600.0,Business,Employed,10,Poor,0.45020584170498057,236301.0,0.0,Kaylaton,AK,Montenegro,2.0,1,Medio,2
69,Non-binary,High School,Widowed,29934.0,648.0,5047.0,Auto,Employed,19,Good,0.26727074529049366,249131.0,4.0,Stanleystad,MH,Cayman Islands,1.0,1,Alto,0
25,Non-binary,High School,Widowed,114682.0,642.0,27681.0,Personal,Self-employed,19,Excellent,0.22217644638529369,147431.0,1.0,Lake Katrinaview,AZ,Botswana,4.0,2,Alto,0
37,Non-binary,Master's,Widowed,108765.0,728.0,47977.0,Home,Employed,1,Good,0.11201094691838584,169794.0,1.0,Port Devin,HI,San Marino,3.0,1,Alto,0
54,Non-binary,Master's,Married,76739.0,708.0,20716.0,Auto,Employed,7,Excellent,0.3532476369857872,288233.0,2.0,West Robert,ND,Gabon,3.0,0,Alto,0
40,Male,PhD,Divorced,58692.0,796.0,26636.0,Auto,Unemployed,6,Poor,0.5786470358737787,23097.0,0.0,North Nicholas,WY,French Southern Territories,1.0,2,Bajo,1
55,Female,Master's,Single,37610.0,605.0,5950.0,Personal,Unemployed,14,Fair,0.5964277208262717,184025.0,2.0,South Jamesshire,IL,Iraq,4.0,0,Alto,0
64,Male,High School,Single,98743.0,663.0,42677.0,Personal,Self-employed,2,Excellent,0.3197594643344621,52757.0,4.0,New Laurenborough,MO,Netherlands Antilles,0.0,0,Medio,2
54,Non-binary,High School,Single,86940.0,717.0,49055.0,Personal,Employed,10,Good,0.26500301564026163,183079.0,4.0,Markfurt,NV,Norfolk Island,3.0,2,Alto,0
66,Non-binary,High School,Married,94658.0,693.0,28968.0,Home,Employed,11,Fair,0.482927345062795,163930.0,3.0,Dominguezburgh,TX,Iraq,1.0,0,Bajo,1
49,Female,Master's,Single,95012.0,623.0,45016.0,Home,Employed,7,Poor,0.19031426772895496,168437.0,1.0,Port David,WA,Maldives,4.0,2,Alto,0
55,Male,Bachelor's,Widowed,115071.0,710.0,18983.0,Home,Unemployed,10,Good,0.4283351698758293,283955.0,1.0,East Sarahburgh,MS,Bulgaria,2.0,1,Bajo,1
34,Male,PhD,Divorced,30426.0,781.0,48374.0,Business,Unemployed,10,Poor,0.4005074334794163,269040.0,1.0,Barbaraside,AZ,Dominican Republic,4.0,1,Alto,0
60,Non-binary,High School,Divorced,79491.0,635.0,5778.0,Home,Unemployed,8,Excellent,0.5052480604399174,113629.0,3.0,Guzmanside,MO,Vanuatu,2.0,2,Medio,2
33,Female,High School,Widowed,69454.0,694.0,33429.0,Home,Unemployed,8,Excellent,0.29993975065806533,229741.0,3.0,Gallagherborough,MT,Bolivia,1.0,0,Bajo,1
34,Female,Bachelor's,Married,60854.0,684.0,39157.0,Auto,Employed,2,Good,0.2108451841274737,294410.0,4.0,Adamport,HI,Mauritania,2.0,2,Bajo,1
59,Male,PhD,Widowed,60533.0,728.0,46577.0,Personal,Employed,11,Excellent,0.3834386792240406,164154.0,4.0,Kellychester,DC,Honduras,0.0,1,Bajo,1
25,Non-binary,PhD,Widowed,56394.0,667.0,33587.0,Home,Unemployed,4,Fair,0.555625110646495,258313.0,4.0,Gonzalezside,MS,Peru,0.0,0,Medio,2
18,Male,Bachelor's,Married,59435.0,752.0,34386.0,Business,Unemployed,1,Excellent,0.4928162160747461,30678.0,2.0,Kimchester,RI,Falkland Islands (Malvinas),4.0,0,Alto,0
45,Female,High School,Divorced,95692.0,724.0,48520.0,Home,Self-employed,11,Fair,0.44575936005001704,129956.0,4.0,Williamsberg,NJ,Greece,2.0,0,Bajo,1
58,Non-binary,Bachelor's,Widowed,112752.0,732.0,30410.0,Auto,Employed,3,Fair,0.3360981934444135,39285.0,3.0,East Rachelfurt,WV,France,0.0,1,Bajo,1
62,Female,Bachelor's,Widowed,42277.0,662.0,31612.0,Personal,Employed,1,Fair,0.16363775879305156,87495.0,2.0,Stephenschester,NH,Rwanda,3.0,1,Alto,0
56,Male,Master's,Single,22042.0,713.0,9191.0,Personal,Self-employed,18,Fair,0.2612898648053239,154372.0,1.0,Port Michaelmouth,TN,Comoros,2.0,2,Alto,0
48,Non-binary,High School,Divorced,114243.0,732.0,48760.0,Home,Unemployed,14,Fair,0.3066985948835076,137057.0,2.0,Morganstad,WY,Armenia,1.0,1,Bajo,1
34,Male,PhD,Married,68841.0,756.0,9017.0,Auto,Employed,2,Fair,0.1525241775637741,95203.0,0.0,East Lisa,VI,Austria,1.0,0,Bajo,1
50,Male,Master's,Married,61815.0,739.0,44959.0,Business,Self-employed,0,Excellent,0.5941101082685052,165626.0,3.0,North Daniel,VT,Tanzania,3.0,2,Alto,0
51,Male,Bachelor's,Single,67950.0,630.0,19250.0,Business,Unemployed,11,Good,0.19822838331719175,52635.0,2.0,North Jacob,CO,Philippines,3.0,1,Alto,0
21,Male,Bachelor's,Single,63774.0,640.0,46175.0,Home,Self-employed,10,Poor,0.14046851576760563,208854.0,4.0,Katherineland,NM,Gibraltar,1.0,1,Medio,2
45,Non-binary,High School,Single,30924.0,667.0,5927.0,Business,Self-employed,15,Good,0.1652049280873096,42909.0,3.0,Amyhaven,FL,Niger,1.0,2,Alto,0
18,Female,High School,Widowed,96610.0,641.0,40789.0,Personal,Employed,2,Poor,0.4325119870790617,85402.0,1.0,Port Debra,NE,Romania,0.0,1,Medio,2
41,Non-binary,Master's,Married,50178.0,612.0,23382.0,Home,Employed,15,Excellent,0.43194236485401505,69109.0,0.0,New John,IA,Zambia,3.0,1,Alto,0
30,Male,Bachelor's,Single,118161.0,613.0,33626.0,Auto,Employed,10,Fair,0.2966637105686927,118315.0,4.0,Porterport,NJ,Palestinian Territory,4.0,2,Alto,0
49,Male,Master's,Single,118315.0,738.0,6839.0,Business,Self-employed,15,Excellent,0.11606999659007708,214804.0,1.0,Adrianaborough,NC,Bolivia,4.0,2,Alto,0
45,Male,PhD,Married,100729.0,756.0,6844.0,Home,Unemployed,5,Fair,0.3089905700884732,96553.0,3.0,Port Kimberlybury,IA,Timor-Leste,3.0,2,Alto,0
35,Female,Master's,Single,115369.0,600.0,47202.0,Auto,Self-employed,4,Fair,0.2396732686722233,100617.0,0.0,Davidbury,WA,Cocos (Keeling) Islands,3.0,1,Alto,0
36,Non-binary,Bachelor's,Divorced,103468.0,762.0,16797.0,Home,Self-employed,7,Poor,0.3359164708237877,234932.0,0.0,Wardmouth,ID,Denmark,3.0,2,Alto,0
20,Male,High School,Widowed,114324.0,657.0,30194.0,Business,Self-employed,13,Good,0.19838974901778098,115281.0,4.0,Port Josephbury,AK,Nepal,3.0,0,Alto,0
52,Non-binary,PhD,Divorced,109017.0,768.0,46113.0,Home,Self-employed,9,Poor,0.2802178873601525,104830.0,2.0,Andersonton,ND,Holy See (Vatican City State),0.0,1,Bajo,1
49,Non-binary,Bachelor's,Married,64350.0,789.0,35132.0,Business,Employed,15,Poor,0.5292342918466538,262003.0,0.0,Medinaville,PA,Faroe Islands,1.0,2,Bajo,1
37,Female,Master's,Married,55098.0,740.0,49665.0,Home,Unemployed,10,Poor,0.27430725729876926,72601.0,0.0,Spencefort,GA,Cambodia,0.0,1,Bajo,1
68,Female,PhD,Widowed,109690.0,719.0,23335.0,Auto,Self-employed,8,Poor,0.2134377217087299,51488.0,2.0,Rubenside,HI,Montserrat,4.0,2,Alto,0
43,Non-binary,Master's,Married,100857.0,618.0,21236.0,Business,Self-employed,5,Poor,0.12082368542137947,158629.0,3.0,Smithstad,FM,New Zealand,2.0,1,Medio,2
27,Male,Bachelor's,Widowed,61119.0,625.0,6147.0,Business,Employed,7,Fair,0.2704308683768133,122821.0,2.0,New Sharon,SD,Uruguay,3.0,2,Alto,0
26,Male,Bachelor's,Single,47618.0,788.0,10085.0,Home,Unemployed,6,Good,0.11571846180460973,167898.0,3.0,Lake Jamesshire,MD,British Indian Ocean Territory (Chagos Archipelago),1.0,0,Bajo,1
52,Female,High School,Single,79004.0,772.0,19822.0,Home,Employed,3,Fair,0.3551623064757419,223224.0,4.0,Lake Gregorytown,NY,Indonesia,1.0,1,Bajo,1
33,Male,Master's,Widowed,96465.0,722.0,34985.0,Business,Unemployed,17,Excellent,0.2653018754133386,291272.0,1.0,Arnoldland,DE,Libyan Arab Jamahiriya,4.0,0,Alto,0
35,Non-binary,High School,Divorced,63773.0,723.0,15267.0,Home,Unemployed,0,Fair,0.31703774900386306,183098.0,1.0,Edwardport,MH,Argentina,1.0,0,Bajo,1
35,Non-binary,Bachelor's,Widowed,22458.0,723.0,14551.0,Personal,Employed,1,Fair,0.13465332328940918,160511.0,2.0,South Thomas,FM,Nigeria,3.0,2,Alto,0
45,Female,Master's,Divorced,72462.0,765.0,46320.0,Business,Unemployed,17,Good,0.42442826854093807,282973.0,0.0,Leeport,DC,Lebanon,3.0,0,Alto,0
21,Female,Bachelor's,Widowed,88917.0,669.0,18699.0,Home,Unemployed,16,Good,0.31598261216147283,200676.0,3.0,Brittanyland,OH,Nauru,1.0,0,Medio,2
69,Male,High School,Divorced,115017.0,754.0,21294.0,Business,Self-employed,7,Poor,0.4904741144837639,296733.0,0.0,Lake David,NY,Saudi Arabia,0.0,2,Bajo,1
46,Male,Bachelor's,Widowed,118351.0,701.0,22112.0,Auto,Unemployed,12,Good,0.2305427133891231,68483.0,4.0,New Jose,MN,Uganda,0.0,1,Bajo,1
32,Non-binary,Bachelor's,Widowed,23352.0,694.0,46893.0,Home,Unemployed,12,Good,0.4944125439467848,73579.0,4.0,Myersfurt,KY,French Southern Territories,2.0,1,Alto,0
26,Male,PhD,Single,89634.0,624.0,26398.0,Personal,Employed,8,Excellent,0.10951826084490582,272809.0,3.0,Ramirezstad,OR,Guadeloupe,1.0,2,Medio,2
65,Female,Bachelor's,Single,45381.0,643.0,13860.0,Personal,Employed,5,Poor,0.3539255537830499,111050.0,4.0,West Robert,KY,Mauritius,4.0,0,Alto,0
69,Female,Master's,Widowed,73821.0,675.0,39326.0,Home,Unemployed,10,Fair,0.4631891904014106,125141.0,2.0,Lake Juliestad,OH,New Caledonia,0.0,0,Medio,2
35,Non-binary,PhD,Single,51174.0,737.0,38405.0,Home,Employed,12,Poor,0.5801457470269874,267330.0,3.0,New Willieport,VT,Kiribati,4.0,1,Alto,0
68,Female,PhD,Widowed,95446.0,655.0,27381.0,Auto,Employed,5,Good,0.2990611110187039,168007.0,1.0,Melanieshire,HI,Netherlands Antilles,4.0,2,Alto,0
36,Female,PhD,Divorced,84558.0,622.0,21918.0,Personal,Unemployed,8,Good,0.22867081852039708,132884.0,1.0,Rogersmouth,MO,Somalia,4.0,0,Alto,0
65,Non-binary,High School,Divorced,43202.0,714.0,5233.0,Business,Employed,0,Good,0.41231806992240805,46124.0,2.0,Whitefurt,OR,Turkmenistan,3.0,2,Alto,0
40,Female,Bachelor's,Divorced,106724.0,623.0,37855.0,Personal,Employed,19,Excellent,0.41116552569849374,105548.0,1.0,Zunigaview,IL,Chad,1.0,2,Medio,2
50,Non-binary,PhD,Widowed,28262.0,755.0,36543.0,Home,Employed,9,Fair,0.25032454677630966,261596.0,2.0,Schmidtview,SD,Svalbard & Jan Mayen Islands,0.0,1,Alto,0
46,Non-binary,PhD,Divorced,61521.0,682.0,24449.0,Business,Unemployed,11,Poor,0.12489077798933043,213281.0,4.0,Taylorstad,AR,Saint Lucia,1.0,1,Bajo,1
61,Female,PhD,Widowed,21617.0,636.0,34140.0,Personal,Self-employed,18,Good,0.188425401024683,216344.0,1.0,South Christiestad,AR,Congo,2.0,1,Alto,0
47,Non-binary,Master's,Single,36689.0,743.0,10269.0,Auto,Employed,7,Fair,0.24861463909731554,127982.0,2.0,Mariaport,NV,Central African Republic,4.0,0,Alto,0
27,Non-binary,Bachelor's,Married,60868.0,734.0,35842.0,Business,Self-employed,13,Poor,0.5053574442101154,247389.0,0.0,Hallside,IN,Guam,2.0,0,Bajo,1
57,Non-binary,Bachelor's,Married,111467.0,755.0,33082.0,Personal,Employed,4,Fair,0.14528166349155744,237561.0,2.0,Lopezville,NM,Pakistan,4.0,0,Alto,0
57,Non-binary,Master's,Married,114022.0,691.0,31953.0,Home,Self-employed,18,Poor,0.5184179796463899,108579.0,2.0,South Cynthiabury,CO,San Marino,3.0,0,Alto,0
45,Female,Bachelor's,Married,50339.0,640.0,22366.0,Home,Self-employed,11,Poor,0.14795548170270514,234501.0,4.0,Victoriachester,WY,Croatia,4.0,0,Alto,0
47,Non-binary,PhD,Single,108636.0,767.0,19418.0,Business,Employed,7,Fair,0.2817058535472181,162558.0,2.0,Normachester,NE,Turkmenistan,4.0,2,Alto,0
40,Male,Master's,Single,117556.0,637.0,38345.0,Business,Self-employed,15,Fair,0.11728318108009353,262617.0,3.0,Nathanburgh,ME,Papua New Guinea,4.0,0,Alto,0
59,Female,Bachelor's,Divorced,94874.0,694.0,5656.0,Home,Self-employed,3,Fair,0.389504361919928,157035.0,0.0,Mirandaborough,AR,United States Minor Outlying Islands,2.0,2,Bajo,1
45,Female,High School,Divorced,117520.0,636.0,47405.0,Auto,Employed,1,Excellent,0.20705794546335707,168813.0,2.0,Timothymouth,IN,Barbados,1.0,0,Medio,2
48,Non-binary,High School,Widowed,88285.0,669.0,40252.0,Home,Unemployed,12,Poor,0.14593463632264184,278719.0,4.0,Port Johnmouth,NM,Guatemala,4.0,2,Alto,0
44,Male,PhD,Married,56282.0,680.0,46392.0,Home,Unemployed,17,Good,0.18439386383209014,94527.0,4.0,Port Samantha,WA,Bangladesh,0.0,0,Bajo,1
40,Non-binary,High School,Widowed,35389.0,683.0,47018.0,Personal,Employed,2,Poor,0.12257018910700743,135857.0,1.0,Johnburgh,IL,Guam,4.0,2,Alto,0
63,Female,Master's,Divorced,54510.0,639.0,45442.0,Business,Unemployed,19,Poor,0.2660074750192245,80302.0,2.0,Lake Sarah,MD,Niger,2.0,0,Medio,2
52,Non-binary,High School,Single,35819.0,768.0,22031.0,Auto,Self-employed,19,Fair,0.4807276656017363,244986.0,4.0,Gouldview,UT,Burkina Faso,2.0,2,Alto,0
58,Male,High School,Married,44992.0,602.0,6377.0,Auto,Employed,12,Good,0.21051338772600894,134748.0,2.0,Davidshire,DE,Azerbaijan,4.0,1,Alto,0
68,Male,PhD,Single,80062.0,757.0,19873.0,Business,Unemployed,11,Good,0.16622956870390518,244674.0,4.0,South Rebecca,WY,Mayotte,0.0,2,Bajo,1
57,Female,High School,Widowed,103557.0,651.0,45236.0,Business,Unemployed,13,Excellent,0.40544187954995825,210178.0,3.0,Bryanview,RI,Mauritania,4.0,0,Alto,0
41,Male,Master's,Divorced,36120.0,717.0,7603.0,Business,Self-employed,1,Excellent,0.3490875029456647,118470.0,3.0,Joycefort,KS,Ecuador,4.0,2,Alto,0
45,Male,Bachelor's,Single,80503.0,707.0,46280.0,Auto,Employed,8,Poor,0.4998193887867606,80930.0,4.0,Faulknerberg,IL,Malaysia,2.0,2,Bajo,1
40,Female,High School,Divorced,20975.0,689.0,38601.0,Auto,Unemployed,9,Good,0.39238231547552904,61744.0,4.0,Myerstown,WV,Equatorial Guinea,2.0,0,Alto,0
19,Female,High School,Single,55800.0,616.0,30423.0,Home,Employed,9,Good,0.1358407541701642,237363.0,1.0,South Cassandra,AZ,Bahrain,0.0,1,Medio,2
44,Non-binary,Bachelor's,Single,38223.0,637.0,24330.0,Business,Employed,11,Good,0.5966919943827874,30736.0,4.0,Port Christopher,WA,Reunion,4.0,2,Alto,0
64,Female,Bachelor's,Widowed,117069.0,618.0,39562.0,Home,Unemployed,0,Poor,0.13380070086474652,29487.0,3.0,North Hannah,AK,Egypt,4.0,1,Alto,0
67,Non-binary,Master's,Divorced,72494.0,626.0,30745.0,Business,Employed,3,Excellent,0.5361317067600464,116879.0,4.0,East Joshua,AR,Kazakhstan,0.0,0,Medio,2
37,Non-binary,PhD,Widowed,119251.0,687.0,15104.0,Personal,Self-employed,10,Fair,0.12558740837439872,164633.0,4.0,West Belindaton,UT,Mauritania,4.0,0,Alto,0
20,Female,PhD,Single,87986.0,612.0,32980.0,Home,Self-employed,15,Fair,0.2802589474391922,36442.0,3.0,Lake Melanie,VI,Bouvet Island (Bouvetoya),3.0,2,Alto,0
54,Female,High School,Divorced,70278.0,711.0,30712.0,Auto,Unemployed,14,Fair,0.2689012676476089,282689.0,3.0,South Katherine,MH,Poland,1.0,1,Bajo,1
25,Female,Master's,Widowed,34482.0,754.0,49079.0,Auto,Unemployed,7,Fair,0.3673183767665342,32526.0,3.0,Williamsbury,OR,Belgium,4.0,0,Alto,0
32,Non-binary,Bachelor's,Divorced,28916.0,707.0,35641.0,Home,Unemployed,15,Poor,0.33250466289783176,125751.0,0.0,Thomasmouth,ID,Bangladesh,4.0,1,Alto,0
22,Female,High School,Widowed,117977.0,658.0,27607.0,Business,Unemployed,3,Excellent,0.5349678796392124,191282.0,1.0,Charlesview,IL,Norway,1.0,0,Medio,2
34,Female,PhD,Married,39423.0,759.0,40517.0,Home,Employed,4,Good,0.47203905263208124,177051.0,3.0,Willisberg,OK,Finland,4.0,0,Alto,0
47,Non-binary,PhD,Married,73149.0,785.0,19125.0,Personal,Unemployed,19,Fair,0.23957220498123002,168064.0,0.0,East Carlychester,LA,Malawi,0.0,1,Bajo,1
19,Non-binary,PhD,Married,118111.0,687.0,12630.0,Personal,Employed,3,Good,0.2792091741048929,159829.0,3.0,New Lucas,ME,Ecuador,4.0,2,Alto,0
38,Male,Master's,Divorced,114048.0,743.0,45727.0,Auto,Unemployed,3,Poor,0.1418672298841885,256465.0,3.0,Lindseybury,TN,Micronesia,4.0,1,Alto,0
36,Male,PhD,Married,99973.0,701.0,12242.0,Auto,Self-employed,14,Good,0.513146259460762,177224.0,0.0,Mcknightside,WV,Saint Kitts and Nevis,0.0,2,Bajo,1
46,Female,High School,Married,36786.0,652.0,30890.0,Personal,Self-employed,17,Poor,0.26755509641416664,220829.0,4.0,Millershire,MT,Uzbekistan,2.0,0,Alto,0
47,Male,Bachelor's,Single,118039.0,622.0,34797.0,Personal,Employed,5,Excellent,0.5579329462330784,32326.0,4.0,East Michelletown,WI,Zimbabwe,3.0,2,Alto,0
67,Female,Master's,Married,52261.0,614.0,44857.0,Auto,Employed,16,Excellent,0.1739868081116693,239420.0,2.0,New Ashley,NJ,Brunei Darussalam,1.0,2,Medio,2
38,Male,Bachelor's,Divorced,67367.0,651.0,5850.0,Personal,Self-employed,3,Fair,0.5792806141069072,289472.0,3.0,Carterchester,GU,Japan,4.0,0,Alto,0
39,Non-binary,Master's,Single,21929.0,774.0,29107.0,Auto,Self-employed,17,Excellent,0.35749740097590166,72603.0,1.0,Russellchester,PA,Azerbaijan,1.0,0,Alto,0
40,Male,High School,Divorced,27084.0,750.0,5357.0,Auto,Self-employed,4,Excellent,0.311581047009057,109976.0,2.0,Katiefort,NJ,Venezuela,4.0,2,Alto,0
48,Non-binary,PhD,Widowed,106624.0,785.0,12703.0,Auto,Unemployed,10,Poor,0.16021338933174625,233430.0,1.0,Johnsonhaven,NM,Spain,3.0,0,Alto,0
41,Non-binary,Master's,Married,66861.0,786.0,37893.0,Personal,Self-employed,9,Excellent,0.10540146624808142,285876.0,2.0,New Christopher,GA,Pakistan,1.0,0,Bajo,1
57,Male,Bachelor's,Married,65311.0,602.0,11262.0,Business,Unemployed,9,Fair,0.5183341598479835,134811.0,2.0,North Clarence,HI,Cuba,3.0,2,Alto,0
64,Non-binary,High School,Widowed,47868.0,656.0,40105.0,Auto,Self-employed,18,Good,0.27697655496187257,25531.0,2.0,North Danielmouth,PA,Paraguay,4.0,1,Alto,0
57,Male,PhD,Divorced,77153.0,681.0,5787.0,Personal,Self-employed,9,Fair,0.36978692965916415,84569.0,4.0,Schwartzfurt,NE,New Caledonia,1.0,2,Bajo,1
30,Non-binary,PhD,Married,76068.0,729.0,43772.0,Personal,Self-employed,19,Poor,0.2837687494332869,63678.0,2.0,North Juanshire,UT,Chile,0.0,1,Bajo,1
59,Female,Bachelor's,Single,23573.0,653.0,17090.0,Home,Unemployed,16,Good,0.2559884924643736,48821.0,0.0,North Javiershire,NJ,Pakistan,1.0,2,Alto,0
31,Female,Bachelor's,Married,95204.0,686.0,8264.0,Home,Unemployed,1,Fair,0.3438925913113168,110768.0,4.0,Christophershire,MN,Samoa,4.0,2,Alto,0
31,Female,PhD,Widowed,64112.0,728.0,25822.0,Personal,Self-employed,3,Excellent,0.5799338027046694,239559.0,2.0,Kimberlyside,NE,Faroe Islands,0.0,1,Bajo,1
56,Non-binary,High School,Single,36184.0,779.0,27444.0,Auto,Unemployed,1,Excellent,0.5330548597121639,206862.0,0.0,Smithshire,SD,Kiribati,4.0,1,Alto,0
59,Male,PhD,Widowed,23376.0,639.0,13933.0,Auto,Self-employed,16,Fair,0.4930459175756302,178206.0,0.0,West Chadfurt,MD,Greenland,2.0,0,Alto,0
35,Male,Master's,Divorced,56415.0,618.0,5228.0,Personal,Self-employed,16,Poor,0.26799602041549,104274.0,1.0,Gilbertland,OH,Maldives,2.0,1,Medio,2
52,Female,Bachelor's,Married,79618.0,603.0,8244.0,Auto,Unemployed,5,Fair,0.33915793633329616,211923.0,1.0,Quinnmouth,MD,Namibia,2.0,1,Medio,2
61,Non-binary,High School,Married,33219.0,719.0,26958.0,Business,Unemployed,9,Fair,0.4801559514161704,121818.0,0.0,North Dakotaberg,DE,Lesotho,4.0,1,Alto,0
20,Non-binary,High School,Divorced,92949.0,658.0,24734.0,Auto,Unemployed,12,Good,0.5461643818440931,292573.0,3.0,West Donna,AK,Gibraltar,0.0,2,Medio,2
64,Non-binary,Bachelor's,Widowed,63152.0,649.0,36556.0,Home,Self-employed,4,Good,0.25509525580398096,142627.0,2.0,South Eric,VA,Senegal,2.0,2,Medio,2
61,Male,PhD,Widowed,66025.0,721.0,25986.0,Business,Employed,10,Excellent,0.15851328375678744,128601.0,2.0,Rickymouth,MO,Gambia,2.0,2,Bajo,1
64,Non-binary,PhD,Divorced,23044.0,669.0,38298.0,Auto,Employed,6,Good,0.28037521273754007,150426.0,3.0,Danielfort,KY,Brazil,1.0,0,Alto,0
59,Female,High School,Widowed,37349.0,626.0,30905.0,Business,Employed,5,Excellent,0.5128058790064529,254331.0,4.0,East Johnland,HI,Andorra,4.0,0,Alto,0
43,Male,High School,Divorced,97085.0,664.0,16427.0,Auto,Unemployed,19,Poor,0.14651579252970012,186491.0,3.0,Deleonside,VT,Luxembourg,1.0,1,Medio,2
64,Non-binary,High School,Divorced,85573.0,667.0,14241.0,Business,Employed,16,Fair,0.32348919666644793,230858.0,0.0,East Angelaburgh,AS,British Virgin Islands,1.0,1,Medio,2
33,Non-binary,PhD,Divorced,118538.0,699.0,16065.0,Personal,Self-employed,1,Poor,0.5587775333631123,34832.0,2.0,New Jonathanhaven,NH,Myanmar,3.0,1,Alto,0
52,Non-binary,Master's,Single,109577.0,607.0,35235.0,Personal,Self-employed,8,Excellent,0.5576261258134538,72940.0,0.0,South Rosston,CT,Malawi,0.0,2,Medio,2
65,Non-binary,Bachelor's,Divorced,82104.0,701.0,16654.0,Business,Unemployed,2,Fair,0.5318525032958136,284799.0,4.0,Laurastad,LA,Yemen,4.0,1,Alto,0
64,Male,Bachelor's,Divorced,96355.0,764.0,31279.0,Home,Employed,4,Good,0.3790508431145473,226010.0,1.0,Spencerbury,FL,Latvia,3.0,1,Alto,0
39,Male,Master's,Divorced,41649.0,708.0,39830.0,Home,Unemployed,10,Good,0.25622071151485026,183171.0,0.0,West Steven,GA,Tokelau,1.0,2,Bajo,1
50,Male,PhD,Married,90640.0,704.0,16990.0,Personal,Employed,12,Poor,0.32283692836241173,258480.0,4.0,Myersmouth,DE,Spain,1.0,0,Bajo,1
34,Male,Master's,Divorced,80064.0,610.0,13916.0,Personal,Employed,15,Excellent,0.5153541106384785,54664.0,4.0,Justinhaven,DE,United Kingdom,0.0,0,Medio,2
65,Non-binary,PhD,Divorced,54515.0,730.0,45396.0,Home,Unemployed,18,Good,0.3635935117045139,195559.0,2.0,Burgessberg,AZ,Swaziland,1.0,0,Bajo,1
69,Female,PhD,Widowed,58487.0,720.0,44491.0,Personal,Self-employed,10,Excellent,0.308022924630738,209169.0,4.0,North Stephanieville,MT,Fiji,1.0,2,Bajo,1
40,Male,PhD,Divorced,94279.0,686.0,35574.0,Auto,Unemployed,7,Good,0.1832191814694791,288771.0,3.0,South Johnport,PW,Anguilla,3.0,0,Alto,0
